"ecoSpeciesProfilesID"	"ecoSpeciesID"	"lifeZoneID"	"ecoGenusID"	"IUCNL3ID"	"BIOL4ID"	"ecoSpeciesDescription"	"ecoSpeciesBiota"	"ecoSpeciesDistribution"	"ecoSpeciesDistributionRasterName"	"ecoSpeciesDistributionRasterValue"	"RLEStatus"	"RLENotes"	"ecotaxonomicNotes"	"ecoSpeciesProfilesReferenceID"	"ecoSpeciesProfilesReference"	"ecoSpeciesProfilesReferencePage"	"ecoSpeciesProfilesReferenceAuthorID"	"ecoSpeciesProfilesReferenceDate"	"isProtologue"	"ecoSpeciesProfilesReferenceAuthor"
204	20200420092845	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"												"Golder (2013)"		"Golder"	2012-12-31T21:00:00Z	1	"Golder"
205	20200420093826	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"31111"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
206	20200418143610	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"T1.1"	"BIO-T1.1.2"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"35"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
207	20200420091605	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"T1.1"	"BIO-T1.1.2"									"www.jstor.org/stable/20034533"	"Schnell (1952)"	"365"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
208	20200503122437	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"T1.1"	"BIO-T1.1.1"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"36"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
209	20200503123357	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"366"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
210	20200505071317	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"369"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
211	20200505073922	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"												"Astron (2019)"	"5"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
212	20200505074404	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"TF1.1"	"BIO-TF1.1.2"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"37"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
213	20200505074653	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"363"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
214	20200505075640	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"												"Astron (2019)"	"2"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
215	20200505080427	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"												"Astron (2019)"	"1"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
216	20200505085452	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"82357250-99b1-4de1-ab12-dd946412583f"	"TF1.1"	"BIO-TF1.1.3"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"37"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
217	20200505090217	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"T1.4"	"BIO-T1.1.5"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"38"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
218	20200505104321	"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"TF1.1"	"BIO-TF1.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"40"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
219	20200505111213	"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"T1.4"	"BIO-T1.1.6"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"40"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
220	20200505111559	"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"48edc953-3438-46b9-b44a-bf3a600b2a88"												"Astron (2019)"	"3"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
221	20200505111937	"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"87e57609-ab15-4fbd-aae2-99c993a286ec"	"T1.4"	"BIO-T1.1.6"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"40"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
222	20200505112446	"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"T1.3"	"BIO-T2.1.2"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"41"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
223	20200505112837	"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"T1.3"	"BIO-T2.1.1"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"41"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
224	20200505114020	"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"T1.4"	"BIO-T2.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"42"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
225	20200505121917	"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"48edc953-3438-46b9-b44a-bf3a600b2a88"												"Astron (2019)"	"6"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
226	20200505125814	"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"48edc953-3438-46b9-b44a-bf3a600b2a88"												"Astron (2019)"	"7"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
227	20200505130203	"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"87e57609-ab15-4fbd-aae2-99c993a286ec"	"T1.4"	"BIO-T2.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"42"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
228	20200505130451	"7bed19ab-1acd-489b-96bf-b01843742a45"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"T1.1"	"BIO-T1.1.3"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"43"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
229	20200505131343	"7bed19ab-1acd-489b-96bf-b01843742a45"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"371"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
230	20200506085716	"7bed19ab-1acd-489b-96bf-b01843742a45"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"381"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
231	20200506091706	"7bed19ab-1acd-489b-96bf-b01843742a45"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"												"Golder (2013)"	"11"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
232	20200506092109	"7bed19ab-1acd-489b-96bf-b01843742a45"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"												"Astron (2019)"	"13"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
233	20200506095842	"7bed19ab-1acd-489b-96bf-b01843742a45"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"32151"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
234	20200506100103	"7bed19ab-1acd-489b-96bf-b01843742a45"	"20190823-1736"	"T4.3"	"BIO-T5.1.2"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"54"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
235	20200506100725	"7bed19ab-1acd-489b-96bf-b01843742a45"	"20190823-1736"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"381"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
236	20200506101852	"7bed19ab-1acd-489b-96bf-b01843742a45"	"20190823-1736"												"Golder (2013)"	"12"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
237	20200506102538	"7bed19ab-1acd-489b-96bf-b01843742a45"	"20190823-1736"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"32152"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
238	20200506103530	"7bed19ab-1acd-489b-96bf-b01843742a45"	"96464f7c-f57c-4207-a083-1f8d0261ef45"	"TF1.4"	"BIO-TF3.1.3"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"55"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
239	20200506104848	"7bed19ab-1acd-489b-96bf-b01843742a45"	"96464f7c-f57c-4207-a083-1f8d0261ef45"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"382"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
240	20200506105220	"7bed19ab-1acd-489b-96bf-b01843742a45"	"96464f7c-f57c-4207-a083-1f8d0261ef45"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"4124"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
241	20200506105447	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"T4.3"	"BIO-T5.1.2"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"55"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
242	20200506105723	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"32153"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
243	20200506110123	"20200422155340"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"T4.3"	"BIO-T6.1.2"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"56"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
244	20200506110453	"20200422155340"	"20190823-1736"	"T4.3"	"BIO-T6.1.2"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"56"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
245	20200506111013	"20200422155340"	"20190823-1736"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"384"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
246	20200506111241	"20200422155340"	"20190823-1736"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"32154"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
247	20200506111926	"20200422155340"	"96464f7c-f57c-4207-a083-1f8d0261ef45"	"TF1.4"	"BIO-TF4.1.3"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"57"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
248	20200506112239	"20200422155340"	"96464f7c-f57c-4207-a083-1f8d0261ef45"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"384"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
249	20200506113244	"20200422155340"	"96464f7c-f57c-4207-a083-1f8d0261ef45"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"384"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
250	20200506113459	"20200422155340"	"96464f7c-f57c-4207-a083-1f8d0261ef45"												"Golder (2013)"	"13"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
251	20200506113810	"20200422155340"	"292889d7-85be-44d3-8860-05f8e045f945"	"T4.3"	"BIO-T6.1.2"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"57"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
252	20200506114016	"20200422155340"	"292889d7-85be-44d3-8860-05f8e045f945"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"384"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
253	20200505091921	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"87e57609-ab15-4fbd-aae2-99c993a286ec"	"T1.4"	"BIO-T1.1.5"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"38"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
254	20200505100648	"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"T1.1"	"BIO-T1.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"38"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
255	20200505101025	"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"369"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
256	20200505101647	"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"												"Golder (2013)"	"2"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
257	20200505102818	"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"												"Astron (2019)"	"12"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
258	20200505103454	"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"31112"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
259	20200505103853	"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"T1.1"	"BIO-T1.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"40"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
260	20200505131748	"7bed19ab-1acd-489b-96bf-b01843742a45"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"												"Golder (2013)"	"3"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
261	20200505132130	"7bed19ab-1acd-489b-96bf-b01843742a45"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"												"Astron (2019)"	"8"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
262	20200505132541	"7bed19ab-1acd-489b-96bf-b01843742a45"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"31113"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
263	20200505132813	"7bed19ab-1acd-489b-96bf-b01843742a45"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"3112"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
264	20200505133130	"7bed19ab-1acd-489b-96bf-b01843742a45"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"T1.1"	"BIO-T1.1.1"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"44"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
265	20200505133514	"7bed19ab-1acd-489b-96bf-b01843742a45"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"371"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
266	20200505133827	"7bed19ab-1acd-489b-96bf-b01843742a45"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"TF1.1"	"BIO-TF1.1.2"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"44"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
267	20200505134323	"7bed19ab-1acd-489b-96bf-b01843742a45"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"												"Golder (2013)"	"5"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
268	20200505135810	"7bed19ab-1acd-489b-96bf-b01843742a45"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"3151"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
269	20200505140803	"7bed19ab-1acd-489b-96bf-b01843742a45"	"82357250-99b1-4de1-ab12-dd946412583f"	"TF1.1"	"BIO-TF1.1.3"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"45"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
270	20200505142844	"7bed19ab-1acd-489b-96bf-b01843742a45"	"82357250-99b1-4de1-ab12-dd946412583f"												"Golder (2013)"	"6"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
271	20200505143233	"7bed19ab-1acd-489b-96bf-b01843742a45"	"82357250-99b1-4de1-ab12-dd946412583f"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"31312"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
272	20200505143455	"7bed19ab-1acd-489b-96bf-b01843742a45"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"T1.4"	"BIO-T1.1.5"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"45"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
273	20200505151119	"7bed19ab-1acd-489b-96bf-b01843742a45"	"87e57609-ab15-4fbd-aae2-99c993a286ec"	"T1.4"	"BIO-T1.1.5"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"46"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
274	20200505152142	"7bed19ab-1acd-489b-96bf-b01843742a45"	"87e57609-ab15-4fbd-aae2-99c993a286ec"												"Golder (2013)"	"7"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
275	20200505152436	"7bed19ab-1acd-489b-96bf-b01843742a45"	"87e57609-ab15-4fbd-aae2-99c993a286ec"												"Astron (2019)"	"11"	"Astron"	2018-12-31T21:00:00Z	1	"Astron"
276	20200505152705	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"T1.1"	"BIO-T1.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"47"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
277	20200505152959	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"371"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
278	20200505153239	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"31114"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
279	20200505153713	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"T1.1"	"BIO-T1.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"48"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
280	20200505153951	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"371"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
281	20200505154339	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"												"Golder (2013)"	"8"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
282	20200505154657	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"3133"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
283	20200505155204	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"TF1.1"	"BIO-TF1.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"48"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
284	20200505155419	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"T1.4"	"BIO-T1.1.6"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"49"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
285	20200505155658	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"48edc953-3438-46b9-b44a-bf3a600b2a88"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"372"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
286	20200505160214	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"87e57609-ab15-4fbd-aae2-99c993a286ec"	"T1.4"	"BIO-T1.1.6"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"49"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
287	20200505160431	"20200422155340"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"T1.3"	"BIO-T2.1.3"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"49"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
288	20200505161636	"20200422155340"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"												"Golder (2013)"	"9"	"Golder"	2012-12-31T21:00:00Z	1	"Golder"
289	20200505162051	"20200422155340"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"31133"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
290	20200505162321	"20200422155340"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"T1.3"	"BIO-T2.1.1"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"50"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
291	20200506073503	"20200422155340"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"											"www.jstor.org/stable/20034533"	"Schnell (1952)"	"384"	"SchnellRaymond"	1951-12-31T20:00:00Z	1	"Schnell, Raymond"
292	20200506073647	"20200422155340"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"											"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel (2018)"	"31132"	"AusselAlexia"	2018-12-10T21:00:00Z	1	"Aussel, Alexia"
293	20200506074103	"20200422155340"	"64085408-706e-42d0-ba0f-513396835174"	"TF1.1"	"BIO-TF2.1.2"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"51"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
294	20200506074555	"20200422155340"	"48edc953-3438-46b9-b44a-bf3a600b2a88"	"T1.4"	"BIO-T2.1.4"									"https://doi.org/10.13140/RG.2.2.13242.93129"	"Senterre et al. (2019)"	"51"	"6980a07a-811b-4b74-82f4-56c601afaab6"	2019-12-30T21:00:00Z	1	"Senterre, Bruno"
